OBJECTID,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
701,7126934,404,KEN7405,7405,26 May 2020,2020,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Siaya,Ugenya,Ukwala,Ukwala,0.1904,34.1891,1,Kenya Standard,National,"On 26 May 2020, residents demonstrated in Ukwala (Ugenya, Siaya) over the delayed completion of a bridge. [size=no report]",0,1618501756,KEN
702,7107395,404,KEN7376,7376,25 May 2020,2020,2,Battles,Armed clash,Kipsigis Ethnic Militia (Kenya),Pastoralists (Kenya),4,Maasai Ethnic Militia (Kenya),Pastoralists (Kenya),4,44,Eastern Africa,Kenya,Narok,Narok North,Olokurto,Olpusimoru,-0.6581,35.7328,2,Daily Nation (Kenya); Star (Kenya),National,"Around 25 May 2020 (between 23 May - 27 May), Kipsigis and Maasai communities clashed in Ololbangi in Narok South Subcounty (Narok) and Olpusimoru in Narok North subcounty (Narok), respectively. Eight fatalities reported. Two confirmed in Oloruasi area, one confirmed on the Narok-Nakuru border. Several houses were torched. The clash was reportedly over livestock theft. Fatalities split between two events.",4,1591052475,KEN
703,9238328,404,KEN7375,7375,25 May 2020,2020,2,Battles,Armed clash,Kipsigis Ethnic Militia (Kenya),Pastoralists (Kenya),4,Maasai Ethnic Militia (Kenya),Pastoralists (Kenya),4,44,Eastern Africa,Kenya,Narok,Narok South,Ololulung'a,Olololunga,-1.003,35.664,2,Star (Kenya); Daily Nation (Kenya),National,"Around 25 May 2020 (between 23 May - 27 May), Kipsigis and Maasai communities clashed in Ololbangi in Narok South Subcounty (location coded to Olololunga, Narok South, Narok) and Olpusimoru in Narok North subcounty (Narok), respectively. Eight fatalities. Two confirmed in Oloruasi area, one confirmed on the Narok-Nakuru border. Several houses were torched. The clash was over livestock theft. Fatalities split between two events.",4,1652725047,KEN
704,7107775,404,KEN7386,7386,21 May 2020,2020,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Migori,Rongo,Central Kamagambo,Rongo,-0.7667,34.6,1,Daily Nation (Kenya),National,"On 21 May 2020, residents demonstrated in Rongo (Rongo, Migori), accusing police of poor performance after a journalist was attacked with a heavy object by two unknown assailants. [size=no report]",0,1591052477,KEN
705,7121808,404,KEN7384,7384,20 May 2020,2020,1,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya); Health Workers (Kenya),5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kericho,Bureti,Litein,Litein,-0.5833,35.1833,1,Kenya Standard; Star (Kenya); Daily Nation (Kenya),National,"On 20 May 2020, a group of youth threw stones at police officers, injuring one officer, who were enforcing the national coronavirus curfew in Litein (Buret, Kericho). Police dispersed the crowd with live ammunition. One stray bullet injured an off duty paramedic who was hospitalised. [size=no report]",0,1618501906,KEN
706,7107899,404,KEN7383,7383,19 May 2020,2020,2,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kiambu,Lari,Lari,Lari,-1.0167,36.6333,1,Kenya Standard,National,"Around 19 May 2020 (as reported), villagers of Lari (Lari, Kiambu) demonstrated after a newly opened dam in a nearby village flooded the village. The demonstrators accused residents of the nearby village of placing them in danger. [size=no report]",0,1618501929,KEN
707,7107717,404,KEN7382,7382,18 May 2020,2020,2,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2013-),,1,13,Eastern Africa,Kenya,Wajir,Wajir East,Khorof,Khorof Harar,2.202,40.754,2,BBC News,International,"Around 18 May 2020 (as reported), a heavy explosion hit a military vehicle carrying Kenyan police in an area between Harar and Fifty (Khorof Harar, Wajir East, Wajir). Seven police officers were injured.",0,1618501968,KEN
708,9508492,404,KEN7381,7381,18 May 2020,2020,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Taita Taveta,Mwatate,Bura,Mwashuma,-3.5,38.3,2,Daily Nation (Kenya); BBC News,National-International,"On 18 May 2020, Al Shabaab members shot at police officers along the Bura-East-Garissa Lappset road (Mwatate, Taita Taveta) after the police vehicle missed a planted IED. No fatalities reported.",0,1664835889,KEN
709,7121855,404,KEN7380,7380,17 May 2020,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Prisoners (Kenya),7,17,Eastern Africa,Kenya,Laikipia,Laikipia North,Segera,Doldol,0.1817,37.0092,1,Daily Nation (Kenya),National,"On 17 May 2020, the father of a Lamu senator was shot by police at the Doldol Police Station (Laikipia North, Laikipia) after police arrested him for failing to wear a face mask during the national coronavirus curfew. The man was severely injured.",0,1591646823,KEN
710,9105670,404,KEN7371,7371,15 May 2020,2020,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Wajir,Wajir East,Khorof,Qarsa,2.078,40.7483,2,Caasimada; The Star (Kenya); BBC News,National-Regional,"On 15 May 2020, an unknown number of suspected Al Shabaab militants attacked the Khorof Harar police post in Wajir East, near Qarsa (Wajir East, Wajir). The armed attackers raided the police post with motors and grenades and launched heavy gunfire. 7 police officers killed.",7,1650311548,KEN
711,7099375,404,KEN7370,7370,13 May 2020,2020,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Kirinyaga,Kirinyaga South,Tebere,Wanguru,-0.6833,37.3667,1,Star (Kenya); Daily Nation (Kenya),National,"On 13 May 2020, residents demonstrated in Ngurubani town, also known as Wanguru (Mwea, Kirinyaga), demanding the resignation of the governor, accusing her of the slow implementation of development projects and payment of health worker salaries. Police arrested 30 demonstrators. [size=at least 30]",0,1618502117,KEN
712,7099566,404,KEN7369,7369,13 May 2020,2020,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Meru,Igembe Central,Njia,Antubeiga,0.2781,37.9381,2,Daily Nation (Kenya),National,"On 13 May 2020, hundreds of Antu Ambui residents marched to the home of the chief in Igembe North, near Antubeiga (Igembe North, Meru), armed with rocks, sticks and the machetes. The demonstrators accused the chief of bias when allocating a state stipend meant for those most vulnerable to the effects of the coronavirus. Demonstrators destroyed a fence, two government motorcycles and miraa bushes. Police intervened. [size=hundreds]",0,1618502109,KEN
713,9106076,404,KEN7451,7451,13 May 2020,2020,1,Battles,Armed clash,Unidentified Communal Militia (Kenya),,4,Police Forces of Kenya (2013-),Tugen Ethnic Group (Kenya),1,14,Eastern Africa,Kenya,Baringo,Baringo North,Saimo,Ngaratuko,0.7299,35.9763,1,Star (Kenya),National,"On 13 May 2020, armed bandits clashed with police forces during an attack on Ngaratuko village (Baringo North, Baringo) and injured a Tugen National Police Reservist.",0,1650311549,KEN
714,7099567,404,KEN7368,7368,12 May 2020,2020,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Siaya,Alego Usonga,Siaya Township,Siaya,0.06,34.2861,1,Daily Nation (Kenya),National,"On 12 May 2020, a mob fatally lynched a man accused of killing his girlfriend in Gem, Siaya (Alego Usonga, Siaya). [size=no report]",1,1589834546,KEN
715,7099565,404,KEN7364,7364,10 May 2020,2020,2,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Bomet,Bomet East,Merigi,Bomet,-0.7833,35.35,2,Daily Nation (Kenya),National,"Around 10 May 2020 (as reported), police reportedly assaulted a man at Keliot village in the area of Bomet township (Bomet East, Bomet) when enforcing the national coronavirus curfew.",0,1618502193,KEN
716,7099569,404,KEN7363,7363,06 May 2020,2020,2,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Bomet,Bomet East,Merigi,Bomet,-0.7833,35.35,2,Daily Nation (Kenya),National,"Around 6 May 2020 (week of), police reportedly assaulted a man with whips and blunt objects at Silibwet trading centre near Bomet (Bomet East, Bomet) during the enforcement of the coronavirus curfew.",0,1618502289,KEN
717,9105669,404,KEN7357,7357,06 May 2020,2020,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Police Forces of Kenya (2013-),Civilians (Kenya),1,15,Eastern Africa,Kenya,Homa Bay,Ndhiwa,Kanyamwa Kosewe,Kalwal,-0.451,34.4507,1,The Star (Kenya); People Daily,National,"On 6 May 2020, community members stoned two police officers and a man accused of terrorising the community in Kalwal village (Ndhiwa, Homa Bay). One police officer died. Community members accused the police officer of working with a man accused of assaulting a woman in the community with a machete. [size=no report]",1,1650311548,KEN
718,7080984,404,KEN7356,7356,05 May 2020,2020,3,Battles,Armed clash,Kirisia Communal Militia (Kenya),,4,Police Forces of Kenya (2013-),Police Forces of Kenya (2013-),1,14,Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,2,Daily Nation (Kenya),National,"Around 5 May 2020 (as reported), a KFS officer was attacked by a group of youth, armed with swords, over the eviction of squatters from Kirisia Forest near Maralal (Samburu West, Samburu). No fatalities reported.",0,1618502298,KEN
719,7685550,404,KEN7372,7372,03 May 2020,2020,2,Violence against civilians,Sexual violence,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Men (Kenya); Prisoners (Kenya),7,17,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Daily Nation (Kenya); Kenya Standard,National,"Around 3 May 2020 (week of), a police officer reportedly sexually assaulted a man, who he arrested, at the Nakuru Central Police Station (Nakuru Town East, Nakuru).",0,1618502364,KEN
720,7080747,404,KEN7353,7353,01 May 2020,2020,2,Protests,Peaceful protest,Protesters (International),Refugees/IDPs (International),6,,,0,60,Eastern Africa,Kenya,Turkana,Turkana West,Kakuma,Kakuma,3.717,34.867,1,East African (Kenya); BBC News,National-International,"Around 1 May 2020 (week of), about 60 refugees held a sit in demonstration at the United Nations High Commission for Refugees-run camp in Kakuma (Turkana West, Turkana), demanding to be relocated due to insecurity. [size=about 60]",0,1589234729,KEN
721,9106046,404,KEN7349,7349,27 April 2020,2020,1,Protests,Peaceful protest,Protesters (Kenya),Women (Kenya),6,,,0,60,Eastern Africa,Kenya,Muranga,Kiharu,Township,Muranga,-0.7166,37.15,1,People Daily,National,"On 27 April 2020, women demonstrated over the theft of their underwear in Muranga county (Kiharu, Muranga). It is suspected that the theft was linked to the making of face masks during the coronavirus curfew. [size=no report]",0,1650311549,KEN
722,9238469,404,KEN7351,7351,27 April 2020,2020,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet West,Kapsowar,Elegeyo-Marakwet,0.99,35.55,2,Daily Nation (Kenya),National,"On 27 April 2020, community members fatally lynched a man at Kipkener in the Marakwet area (location coded to Elegeyo-Marakwet, Marakwet West, Elgeyo-Marakwet) after he confessed to killing his two sons. [size=no report]",1,1652725047,KEN
723,9105668,404,KEN7342,7342,24 April 2020,2020,2,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Mandera,Lafey,Fino,Sheikh Barrow,3.5042,41.1934,1,Somali Memo; BBC News,Regional-International,"Around 24 April 2020, a Kenyan military base was attacked in Sheikh Barrow (Lafey, Mandera). Al Shabaab claimed responsibility. No casualties reported.",0,1650311548,KEN
724,9105940,404,KEN7343,7343,24 April 2020,2020,2,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Vihiga,Vihiga,Lugaga-Wamuluma,Vihiga,0.0802,34.7237,1,Daily Nation (Kenya),National,"Around 24 April 2020, community members killed three men suspected of robberies in Vihiga (Vihiga). [size=no report]",3,1650311549,KEN
725,9105993,404,KEN7346,7346,24 April 2020,2020,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kericho,Kipkelion West,Kamasian,Kalyet,-0.0953,35.4694,1,Kenya Standard,National,"On 24 April 2020, local residents staged a demonstration and blocked a bus carrying passengers coming from a funeral from entering the village of Kalyet (Kipkelion West, Kericho), due to coronavirus fears. [size=no report]",0,1650311549,KEN
726,7099564,404,KEN7361,7361,15 April 2020,2020,3,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Meru,Tigania West,Kianjai,Tigania,0.1667,37.75,2,Daily Nation (Kenya),National,"Around 15 April 2020 (month of), residents of Nchooro near Tigania (Tigania West, Meru) demonstrated, accusing the chief of bias during the allocation of relief to those in need during the coronavirus curfew. [size=no report]",0,1589834546,KEN
727,7064813,404,KEN7331,7331,13 April 2020,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Journalists (Kenya),7,37,Eastern Africa,Kenya,Nyamira,Nyamira,Bogichora,Nyamira,-0.5666,34.9167,2,People Daily,National,"On 13 April 2020, ten men, armed with crude weapons, stormed the house of a People Daily journalist in Tente, near Nyamira (West Mugirango, Nyamira). Neighbours alerted police, one suspect arrested after neighbours caught and assaulted him. Reports indicate the ambush was over a news story involving political figures.",0,1618502867,KEN
728,7064581,404,KEN7329,7329,12 April 2020,2020,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Nakuru,Molo,Elburgon,Elburgon,-0.3,35.8167,1,Daily Nation (Kenya),National,"On 12 April 2020, six suspected gang rape suspects were rescued by police from a mob who attempted to lynch them in Elburgon (Molo, Nakuru). [size=no report]",0,1587417446,KEN
729,7064856,404,KEN7330,7330,12 April 2020,2020,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kitui,Kitui Central,Township,Kitui,-1.3667,38.0167,1,Star (Kenya),National,"On 12 April 2020, police were pelted with stones, one seriously injured, while enforcing the national coronavirus curfew in Kitui (Kitui Central, Kitui). [size=no report]",0,1587417447,KEN
730,7121703,404,KEN7393,7393,10 April 2020,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Nairobi,Kasarani,Ruai,Ruai,-1.2535,37.0077,1,Star (Kenya),National,"On 10 April 2020, a man was fatally assaulted by police in Ruai (Kasarani, Nairobi), within the context of coronavirus measures.",1,1591646811,KEN
731,7060345,404,KEN7323,7323,07 April 2020,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Street Traders (Kenya),7,17,Eastern Africa,Kenya,Kakamega,Mumias West,Mumias Central,Mumias,0.3351,34.4864,1,Daily Nation (Kenya),National,"On 7 April 2020, a trader was killed during a police operation in Mumias (Mumias West, Kakamega) after police used teargas to disperse a crowd during the national coronavirus curfew. Police are accused of beating traders.",1,1586813940,KEN
732,7064582,404,KEN7327,7327,07 April 2020,2020,1,Battles,Armed clash,Maasai Ethnic Militia (Kenya),Unidentified Clan Group (Kenya),4,Maasai Ethnic Militia (Kenya),Unidentified Clan Group (Kenya),4,44,Eastern Africa,Kenya,Narok,Transmara East,Ololmasani,Pimbinyiet,-0.9543,35.0452,1,Daily Nation (Kenya),National,"On 7 April 2020, 10 houses were set alight during inter-clan clashes between two Maasai ethnic militias in Pimbinyiet (Narok South, Narok).",0,1618502969,KEN
733,9106047,404,KEN7322,7322,05 April 2020,2020,2,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Kajiado,Kajiado Central,Ildamat,Kajiado,-1.85,36.7833,1,People Daily,National,"Around 5 April 2020, villagers gathered at a farm in Kajiado (Kajiado Central, Kajiado), armed with sticks and rungus, and demanded that workers who arrived during the night leave due to coronavirus outbreak fears. [size=no report]",0,1650311549,KEN
734,7031178,404,KEN7314,7314,03 April 2020,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Kakamega,Mumias West,Mumias Central,Mumias,0.3351,34.4864,1,Daily Nation (Kenya),National,"On 3 April 2020, a woman was allegedly shot and injured by police when they opened fire to disperse a crowd at a market in Mumias (Mumias West, Kakamega) during enforcement of the ongoing national coronavirus curfew.",0,1586212552,KEN
735,9105926,404,KEN7315,7315,03 April 2020,2020,1,Battles,Armed clash,Erwasingishu Clan Militia (Kenya),Maasai Ethnic Militia (Kenya),4,Isiria Clan Militia (Kenya),Maasai Ethnic Militia (Kenya),4,44,Eastern Africa,Kenya,Narok,Transmara West,Kimintet,Trans Mara,-1.169,34.889,1,Daily Nation (Kenya),National,"On 3 April 2020, one person was fatally shot when Isiria and Erwasingishu clans from the Maasai ethnic group clashed in Trans Mara district (Transmara West, Narok) over livestock theft. Police intervened.",1,1650311549,KEN
736,7031181,404,KEN7309,7309,02 April 2020,2020,1,Riots,Violent demonstration,Rioters (Kenya),Street Traders (Kenya),5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,1,Daily Nation (Kenya),National,"On 2 April 2020, miraa traders barricaded the Isiolo-Moyale highway in Isiolo town (Isiolo North, Isiolo) with burning tyres and boulders in demonstration over the demolition of their kiosks. A ban has been placed on the sale and transportation of miraa during the national coronavirus curfew. Police used teargas to disperse the crowd. [size=no report]",0,1618503074,KEN
737,7031186,404,KEN7313,7313,02 April 2020,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Kakamega,Mumias West,Mumias Central,Mumias,0.3351,34.4864,1,Daily Nation (Kenya),National,"On 2 April 2020, a man was allegedly assaulted by police officers in Mumias (Mumias West, Kakamega), during enforcement of the ongoing national coronavirus curfew.",0,1586212552,KEN
738,7163949,404,KEN7450,7450,02 April 2020,2020,1,Violence against civilians,Attack,Tugen Ethnic Militia (Kenya),,4,Civilians (Kenya),Pokot Ethnic Group (Kenya); Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Baringo,Tiaty,Kolowa,Kolowa,1.1833,35.7333,2,Star (Kenya),National,"On 2 April 2020, armed Tugen youth raided Ngiyang near Kolowa (Tiaty, Baringo), injuring a Pokot herder and stealing 60 goats.",0,1595270743,KEN
739,9105666,404,KEN7312,7312,02 April 2020,2020,2,Violence against civilians,Sexual violence,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Women (Kenya); Prisoners (Kenya),7,17,Eastern Africa,Kenya,Machakos,Yatta,Matuu,Matuu,-1.146,37.5475,1,Star (Kenya); Kenya Standard,National,"Around 2 April 2020, a police officer raped a women who had been arrested for theft inside his house on the Matuu police station base (Yatta, Machakos).",0,1650311548,KEN
740,9238543,404,KEN7311,7311,02 April 2020,2020,1,Riots,Violent demonstration,Rioters (Kenya),Jubilee Coalition,5,Civilians (Kenya),Jubilee Coalition,7,57,Eastern Africa,Kenya,Kirinyaga,Kirinyaga South,Nyangati,Kutus,-0.5753,37.3269,2,Media Max Network,National,"On 2 April 2020, tens of supporters of Kirinyaga County deputy governor and member of the Jubilee Party, wielding rungus and whips, stormed a press conference of Kirinyaga governor in Defatha Village near Kutus (Mwea, Kirinyaga), demanding that the governor not address the press. [size=tens]",0,1652725048,KEN
741,7031341,404,KEN7306,7306,01 April 2020,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Nakuru,Njoro,Mau Narok,Mauche,-0.5083,35.9752,1,Media Max Network,National,"On 1 April 2020, police officers allegedly broke the limbs of civilians in Mauche (Njoro, Nakuru) when enforcing the national coronavirus curfew.",0,1618503086,KEN
742,9106018,404,KEN7307,7307,01 April 2020,2020,2,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Media Max Network,National,"Around 1 April 2020, police officers allegedly broke the limbs of civilians in Nakuru (Nakuru North, Nakuru) when enforcing the national coronavirus curfew.",0,1650311549,KEN
743,7070821,404,KEN7336,7336,30 March 2020,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Street Traders (Kenya); Women (Kenya),7,17,Eastern Africa,Kenya,Kakamega,Mumias West,Mumias Central,Mumias,0.3351,34.4864,1,HRW,Other,"On 30 March 2020, police shot a female trader with live ammunition in Mumias (Mumias West, Kakamega) during the coronavirus curfew.",0,1588021334,KEN
744,7691328,404,KEN7391,7391,30 March 2020,2020,2,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Star (Kenya),National,"Around 30 March 2020 (week of), residents demonstrated in Nakuru (Nakuru Town East, Nakuru) after a man was fatally assaulted by police. Police claimed it was a mob-related attack. [size=no report]",0,1618503132,KEN
745,7691367,404,KEN7390,7390,30 March 2020,2020,2,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Star (Kenya),National,"Around 30 March 2020 (week of), a man succumbed from his injuries after police assaulted him in Nakuru (Nakuru Town East, Nakuru).",1,1618503136,KEN
746,7060406,404,KEN7317,7317,29 March 2020,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Taxi Drivers (Kenya),7,17,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Journalists For Justice,Other,"On 29 March 2020, a boda boda driver was fatally assaulted by police in Homabay (Homa Bay), during the national coronavirus lockdown.",1,1618503164,KEN
747,9105665,404,KEN7292,7292,28 March 2020,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Journalists (Kenya); Women (Kenya),7,17,Eastern Africa,Kenya,Meru,Imenti Central,Mwangathia,South Imenti,-0.0667,37.7,1,Nairobi News; Daily Nation (Kenya),National,"On 28 March 2020, three police officers whipped women during the enforcement of coronavirus social distancing at the Mitunguu market in South Imenti sub county (Imenti Central, Meru). A journalist who captured the event was also assaulted after refusing to delete the footage of the assaults.",0,1650311548,KEN
748,7028589,404,KEN7297,7297,27 March 2020,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Taxi Drivers (Kenya),7,17,Eastern Africa,Kenya,Homa Bay,Kasipul,Central Kasipul,Rachuonyo,-0.4333,34.6833,1,Kenya Standard; New York Times,National-International,"On 27 March 2020, a boda boda driver was fatally wounded by police near the Kosele trading centre in Rachuonyo (Kasipul, Homa Bay) during the enforcement of the national coronavirus curfew.",1,1585766137,KEN
749,7059916,404,KEN7303,7303,27 March 2020,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Vihiga,Vihiga,Central Maragoli,Majengo,0.0333,34.7167,1,Star (Kenya),National,"On 27 March 2020, a land activist was fatally shot by a police officer in Kanamai in Majengo (Vihiga). The activist was attempting to block a developer from erecting a perimeter wall on a quarter an acre piece of land. A Kilifi Social Justice Centre Rapid Response officer said the activist could have been targeted because he was a key witness in a forced disappearance case.",1,1586812233,KEN
750,7685548,404,KEN7294,7294,27 March 2020,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Labour Group (Kenya),7,17,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Kenya Standard; Daily Nation (Kenya),National,"On 27 March 2020, police officers beat a delivery driver along with other motorists with batons in Nakuru (Nakuru Town East, Nakuru) during the nationwide coronavirus curfew.",0,1618503192,KEN
751,9026227,404,KEN7286,7286,21 March 2020,2020,1,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Lamu,Lamu West,Mkunumbi,Milihoi,-2.2167,40.7,1,Kenya Standard,National,"On 21 March 2020, Kenyan military forces clashed with Al Shabaab militants in Milihoi (Mkunumbi, Lamu West, Lamu). No casualties were reported.",0,1649355981,KEN
752,9105917,404,KEN7281,7281,19 March 2020,2020,2,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Garissa,Hulugho,Hulugho,Boni National Reserve,-1.5394,41.3314,1,Daily Nation (Kenya),National,"Around 19 March 2020, Kenyan Military Forces killed 12 Al Shabaab militants in Boni National Reserve (Hulugho, Garissa).",12,1650311549,KEN
753,7004628,404,KEN7282,7282,15 March 2020,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2013-),,1,13,Eastern Africa,Kenya,Garissa,Hulugho,Hulugho,Hulugho,-1.15,41.0667,1,Daily Nation (Kenya),National,"On 15 March 2020, two policemen were killed in an IED explosion by an unidentified group as they drove to the scene of another attack on an ambulance in Hulugho (Hulugho, Ijara, Garissa).",2,1618503447,KEN
754,7005214,404,KEN7291,7291,15 March 2020,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Health Workers (Kenya),7,37,Eastern Africa,Kenya,Garissa,Hulugho,Hulugho,Hulugho,-1.15,41.0667,1,Daily Nation (Kenya),National,"On 15 March 2020, members of an unidentified armed group targeted an ambulance with an IED and opened fire on the ambulance after the IED detonated in Hulugho (Hulugho, Ijara, Garissa), leaving 3 dead.",3,1618503429,KEN
755,9106164,404,KEN7277,7277,11 March 2020,2020,2,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.9208,41.2192,2,Xinhua,International,"Around 11 March 2020, police escaped unharmed when they were targeted with an explosive by Al Shabaab militants in Jabibar on the road between Bambo and Rhamu town (Mandera North, Mandera).",0,1650311550,KEN
756,9403170,404,KEN7326,7326,11 March 2020,2020,1,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),,7,27,Eastern Africa,Kenya,Mandera,Mandera North,Ashabito,Bamboo,3.5256,40.9707,1,Muqdisho Online,Regional,"On 11 March 2020, a man was abducted by suspected Al-Shabaab members when the group ambushed a bus headed to Mandera at Bamboo (Lafey, Mandera) from Nairobi. No casualties reported.",0,1657574725,KEN
757,9468988,404,KEN7273,7273,09 March 2020,2020,1,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,,,0,50,Eastern Africa,Kenya,West Pokot,West Pokot,Mnagei,Makutano,1.2577,35.0927,1,Kenya Standard; Daily Nation (Kenya),National,"On 9 March 2020, students burnt and looted shops, and barricaded roads with bonfires in Makutano (Kapenguria, West Pokot), over the mugging and murder of a student on the previous day. [size=no report]",0,1663032945,KEN
758,9026319,404,KEN7269,7269,05 March 2020,2020,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Lamu,Lamu West,Hindi,Mokowe,-2.2343,40.8466,1,Daily Nation (Kenya),National,"On 5 March 2020, hundreds of residents protested at the Mokowe water office in Mokowe (Lamu West, Lamu) over a lack of water. [size=hundreds]",0,1649355982,KEN
