OBJECTID,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
306,6229397,404,KEN5882,5882,2-Nov-17,2017,1,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,1,Daily Nation (Kenya); Capital FM,National,"The KDF intercepted an Al Shabaab group of militants who was heavily armed and planning to carry out attacks in Lamu West on Thursday. An operation (Linda Boni) was called to capture the militants who escaped during the gun battle into the Boni forest. During the incident, six AK-47 assault rifles, 321 bullets, three grenades and explosives were recovered.",2,1618560952,KEN
307,5273588,404,KEN5881,5881,1-Nov-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Unidentified Armed Group (Kenya),,3,13,Eastern Africa,Kenya,Laikipia,Laikipia North,Segera,Ol Moran,0.4599,36.7556,1,Kenya Standard,National,"Police were patrolling the private ranches in Ol Moran and Ratia and were attacked by the pastoralists when they tried to evict them. There was an exchange of fire between the officers and the pastoralists who were all armed. The latter destroyed a vehicle, after which the police countered with fire in a 2-hour long battle.",0,1618560952,KEN
311,5273537,404,KEN5809,5809,23-Oct-17,2017,1,Battles,Government regains territory,Military Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Lamu,Lamu East,Basuba,Mararani,-1.7027,41.3019,1,Daily Nation (Kenya),National,"Four Al-Shabaab members were killed by the KDF in Mararani after the soldiers raided the camp on Monday, forcing the other militants to abandon it.",4,1618560945,KEN
313,6127809,404,KEN6584,6584,11-Oct-17,2017,2,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Garissa,Hulugho,Hulugho,Boni National Reserve,-1.5394,41.3314,1,Twitter,New media,5 Al Shabaab militants were killed by Kenyan military during an operation in Boni Forest. ,5,1618561009,KEN
314,8992843,404,KEN5758,5758,10-Oct-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Lamu,Lamu East,Kiunga,Mkokoni,-1.967,41.296,2,Star (Kenya),National,"On 10 October 2017, more than 10 police officers exchanged fire with suspected al-Shabab militants after nearly hitting an IED at Mambore-Mkokoni area .",0,1649284566,KEN
315,9234098,404,KEN5749,5749,9-Oct-17,2017,1,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Garissa,Hulugho,Hulugho,Boni National Reserve,-1.5394,41.3314,1,Daily Nation (Kenya),National,"On 9 October 2017, five militants were killed by the Kenyan Defence Force during a raid in Boni Forest. Others escaped with injuries.",5,1652377486,KEN
316,7687845,404,KEN5719,5719,23-Sep-17,2017,1,Battles,Armed clash,Maasai Ethnic Militia (Kenya),,4,Kipsigi Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Narok,Transmara West,Kimintet,Trans Mara,-1.169,34.889,2,Daily Nation (Kenya),National,Eight men were found dead in Trans Mara district after dispute over land between the Maasai and Kipsigis.,8,1618560937,KEN
320,6315830,404,KEN5695,5695,30-Aug-17,2017,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),Military Forces of Kenya (2013-),1,12,Eastern Africa,Kenya,Mandera,Mandera South,Kotulo,Daba Siti,2.6106,40.8863,2,Xinhua,International,Kenya Defence Forces (KDF) and police exchanged fire with Al Shabaab militants after they destroyed a telecommunication mast in Mandera County. The police reservists were overpowered by the attackers as they engaged in gunfight but none was injured during the 1:30 a.m. attack at Dabacity area. A loud explosion was heard and police reservists guarding the mast reported an attack at Dabacity by the militants but none of the police reservists was injured in the incident.,0,1618560935,KEN
324,7210603,404,KEN5623,5623,9-Aug-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Unidentified Armed Group (Kenya),,3,13,Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,1,AFP,International,"Five unidentified attackers armed with knives attacked a polling station where elections results were being tallied in Hola town, stabbing one person. Police intervened, shooting dead two of the assailants. The three others escaped.",2,1600121118,KEN
325,5273695,404,KEN6039,6039,8-Aug-17,2017,1,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2013-),,1,13,Eastern Africa,Kenya,Tana River,Galole,Wayu,Galole,-1.5,39.5,1,Daily Nation (Kenya),National,"5 knife-wielding men attacked a polling station in Galole. They killed 1 person, before police opened fire, killing 2 of the attackers.",3,1561469151,KEN
326,5273415,404,KEN5620,5620,7-Aug-17,2017,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,2,Daily Nation (Kenya),National,"Police officers engaged in a shoot out with Al Shabaab, after a landmine injured civilians in Nyorongo",0,1618560928,KEN
328,6256587,404,KEN5616,5616,3-Aug-17,2017,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Mandera,Lafey,Lafey,Lafey,3.1508,41.1862,1,Capital FM,National,A Police Officer was killed during an attempted attack by Al-Shabaab at Lafey police station. Some of Al-Shabaab members suffered injuries when police responded wih gunshots. A police car was stolen,1,1572403705,KEN
329,5273411,404,KEN5613,5613,2-Aug-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Police Forces of Kenya (2013-),,1,11,Eastern Africa,Kenya,Nyandarua,Kinangop,North Kinangop,Nyandarua,-0.55,36.6167,1,Daily Nation (Kenya),National,A police officer was shot dead by a colleague on Wednesday. Police are investigating the case,1,1618560927,KEN
330,9403131,404,KEN5609,5609,30-Jul-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Unidentified Armed Group (Kenya),,3,13,Eastern Africa,Kenya,Uasin Gishu,Kapseret,Simat,Simat,0.5422,35.1837,1,AFP,International,"One attacker was shot and killed, while a police officer was found dead after being taken hostage during a 20-hour siege at the home of Deputy President William Ruto.",2,1657573363,KEN
331,9403132,404,KEN5607,5607,29-Jul-17,2017,1,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2013-) General Service Unit,Government of Kenya (2013-),1,13,Eastern Africa,Kenya,Uasin Gishu,Kapseret,Simat,Simat,0.5422,35.1837,1,AFP,International,A police officer was injured when the home of deputy president was broken into by an unidentified armed group. A police officer used as a human shield is killed while the GSU kill one of the attackers.,2,1657573363,KEN
333,5273400,404,KEN5599,5599,20-Jul-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Unidentified Communal Militia (Kenya),,4,14,Eastern Africa,Kenya,Samburu,Samburu North,El Barta,Baragoi,1.7833,36.7833,1,Daily Nation (Kenya),National,"After a violent cattle raid, polie clash with the raiders and recapture the stolen livestock",0,1618560926,KEN
334,6256578,404,KEN5596,5596,17-Jul-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-) General Service Unit,,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Lamu,Lamu West,Hindi,Mokowe,-2.2343,40.8466,1,Capital FM,National,Police repulse an attack by Al Shabaab on Mokowe GSU camp.,0,1618560926,KEN
335,5273391,404,KEN5587,5587,13-Jul-17,2017,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Tugen Ethnic Militia (Kenya),Pastoralists (Kenya),4,44,Eastern Africa,Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,2,Star (Kenya),National,Pokot and Tugen herders clash for several hours in Kapkechir after an attack by the Pokot. The Pokot attackers killed four Tugen herder and stole their cattle. The attack led to a protest in nearby Mochongoi.,4,1561469151,KEN
336,5273393,404,KEN5590,5590,13-Jul-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,1,Daily Nation (Kenya),National,Five security officers were killed during an operation to rescue a principal secretary in the ministry of lands and physical planning. A battle between the security personnel and Al Shabaab fighters left five security officers dead,5,1618560925,KEN
337,6256611,404,KEN5586,5586,12-Jul-17,2017,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Laikipia,Laikipia North,Segera,Laikipia,0.4167,36.75,1,Capital FM,National,"Six police officers have been killed, while four have been injured, during a shootout with Pokot bandits who ambushed them at a ranch in Kamwenje area.",6,1618560925,KEN
338,6256616,404,KEN5585,5585,12-Jul-17,2017,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,1,Capital FM,National,"After Pokot raiders kill four, one bandit was shot by police",0,1572403705,KEN
339,5273389,404,KEN5583,5583,11-Jul-17,2017,1,Battles,Armed clash,Tugen Ethnic Militia (Kenya),Pastoralists (Kenya),4,Pokot Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Baringo,Baringo Central,Kabarnet,Kabarnet,0.4919,35.743,1,Daily Nation (Kenya),National,Two herdsmen and a suspected bandit were killed in a shootout that lasted for more than an hour in Kapkechir village in Baringo.,3,1618560925,KEN
340,6229391,404,KEN5574,5574,5-Jul-17,2017,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Lamu,Lamu West,Mkunumbi,Pandanguo,-2.2347,40.4778,1,AFP; Kenya Standard; Capital FM,National-International,At least three police officers and one Al shabaab member were killed after Al Shabaab raided Pandanguo Police Camp in Lamu. Al Shabaab engaged in a gun battle with the police that lasted for hours. One police officer was unaccounted for. Al Shabaab planted IEDs while raiding the station. Government troops were later deployed to Lamu to look for al-Shabab. The Kenya Standard claims 2 police dead in the attack.,3,1618560924,KEN
341,7211729,404,KEN6028,6028,5-Jul-17,2017,1,Battles,Armed clash,Unidentified Communal Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Laikipia,Laikipia West,Githiga,Kinamba,0.419,36.3274,2,Daily Nation (Kenya),National,There was a gunfight between cattle-raiding militants and police officers. The shots disrupted a political rally at Karumaindo shopping centre as the residents fled.,0,1618560964,KEN
343,6256567,404,KEN5549,5549,21-Jun-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Police Forces of Kenya (2013-),,1,11,Eastern Africa,Kenya,Baringo,Baringo Central,Kabarnet,Kabarnet,0.4919,35.743,1,Capital FM,National,"An Administration Police officer shot dead two of his colleagues in Baringo County, in unclear circumstances.",2,1618560922,KEN
344,5273354,404,KEN5539,5539,13-Jun-17,2017,1,Battles,Armed clash,Laikipia Communal Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Laikipia,Laikipia North,Segera,Laikipia,0.4167,36.75,1,Daily Nation (Kenya),National,A police officer is admitted Nyahururu hospital after he was shot by herders during a security operation to remove illegal herders from the Laikipia Nature Conservancy. The herders and police engaged in a gun battle.,0,1618560921,KEN
345,5273350,404,KEN5533,5533,10-Jun-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-) General Service Unit,,1,Unidentified Armed Group (Kenya),,3,13,Eastern Africa,Kenya,Baringo,Marigat,Mukutani,Rugus,0.65,36.1167,1,Daily Nation (Kenya),National,A member of the GSU is non-fatally shot by 'bandits'.,0,1618560921,KEN
346,5273349,404,KEN5532,5532,9-Jun-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Baringo East Communal Militia (Kenya),,4,14,Eastern Africa,Kenya,Turkana,Turkana East,Katilia,Katilia,2.1167,36.1167,2,Daily Nation (Kenya),National,Two people were killed and three others injured after about 200 armed bandits attacked Kamuge village in Turkana East. The bandits are said to be from Baringo East. Police reservists responded and exchange of fire with the bandits.,2,1561469151,KEN
347,5273348,404,KEN5530,5530,7-Jun-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Isiolo Communal Militia (Kenya),Samburu Ethnic Militia (Kenya),4,14,Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,2,Daily Nation (Kenya),National,"Raiders from Isiolo attacked an Administration Police (AP) camp at Mlango, about 30 kilometres from Isiolo Town. At the same time, five people were shot dead during a battle between police and armed communal militia at Mlango in Burat Ward, Isiolo County, who had stolen cattle. The militiamen were believed to be from Isolio and Samburu counties.",5,1618560921,KEN
348,5273329,404,KEN5509,5509,29-May-17,2017,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Tana River,Galole,Wayu,Galole,-1.5,39.5,1,Daily Nation (Kenya),National,Three suspected Al-Shaabab militants were killed in a gun battle with police in Tana River County on Monday.,3,1561469151,KEN
349,7967695,404,KEN5508,5508,28-May-17,2017,1,Battles,Armed clash,Moran Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Samburu,Samburu East,Waso,Archers Post,0.644,37.6752,1,Daily Nation (Kenya),National,Three rangers were shot dead and five others seriously injured by Moran local fighters on Sunday,3,1620691930,KEN
350,5273326,404,KEN5506,5506,26-May-17,2017,1,Battles,Armed clash,Isiolo Communal Militia (Kenya),Pastoralists (Kenya),4,Marsabit Communal Militia (Kenya),Pastoralists (Kenya),4,44,Eastern Africa,Kenya,Isiolo,Merti,Chari,Barchuma Guda,1.3833,38.2167,1,Kenya Standard,National,"Herders from Isiolo and Marsabit are feared dead as they engaged each other in a deadly gun battle throughout Friday. Residents from the two sides said the herders exchanged fire that led to deaths estimated to be over 10 people. Both sides had casualties, but the Isiolo side reportedly lost more men.",10,1618560919,KEN
351,7970096,404,KEN6509,6509,24-May-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Moran Ethnic Militia (Kenya),,4,14,Eastern Africa,Kenya,Samburu,Samburu East,Waso,Archers Post,0.644,37.6752,1,Twitter,New media,3 rangers were killed in a battle with Moran cattle raiders in Archers Post.,3,1620691977,KEN
353,6128325,404,KEN6506,6506,10-May-17,2017,2,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Mandera,Mandera East,Bulla Mpya,Omar Jilo,3.7938,41.7167,1,Twitter,New media,"Al Shabaab militants raided Omar Jilo, in northern Kenya, where they clashed with police forces. 2 local administrators were killed and 2 police reservists were abducted. Security personnel are pursuing the attackers. ",2,1571164643,KEN
354,5273754,404,KEN6144,6144,9-May-17,2017,1,Battles,Armed clash,Unidentified Communal Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Baringo,Tiaty,Ribkwo,Seretion,0.8975,35.9562,1,Daily Nation (Kenya),National,"Cattle rustlers attacked the village of Seretion on 09/05/2017, recovering goats that had been stolen three days earlier. A police reservist and a suspected robber were killed in the shootout. Hundreds of locals are fleeing now to safer places, as similar attacks have taken place in the region recently.",2,1561469151,KEN
355,6229386,404,KEN5414,5414,23-Apr-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-) General Service Unit,,1,Unidentified Communal Militia (Kenya),,4,14,Eastern Africa,Kenya,Laikipia,Laikipia North,Segera,Laikipia,0.4167,36.75,1,Al Jazeera; Capital FM,National-Regional,Police engage communal gunmen who attacked a conservationist. Two killed,2,1618560912,KEN
356,5273749,404,KEN6139,6139,22-Apr-17,2017,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Elgeyo Marakwet,Keiyo North,Tambach,Keiyo Valley,0.659,35.5834,1,Star (Kenya),National,"Pokot raiders and police reservists engage in a firefight in Keiyo Valley on 22/04/2017. Four Pokot warriors and two civilians were killed in the shootout. According to the source, the attack could have been politically motivated and meant to intimidate communities not to take part in the Jubilee Coalition nominations.",6,1618560972,KEN
357,4741695,404,KEN5394,5394,15-Apr-17,2017,2,Battles,Armed clash,Police Forces of Kenya (2013-) General Service Unit,,1,Unidentified Communal Militia (Kenya),Pastoralists (Kenya),4,14,Eastern Africa,Kenya,Laikipia,Laikipia West,Githiga,Tandar,0.3813,36.2933,2,Daily Nation (Kenya),National,Two General Service Unit (GSU) officers are reported missing following a weekend shootout with herders at Matweku near the Laikipia Nature Conservancy at the border of Laikipia and Baringo counties.,0,1618560910,KEN
358,4741696,404,KEN5996,5996,15-Apr-17,2017,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet West,Kapsowar,Elegeyo-Marakwet,0.99,35.55,2,Kenya Standard,National,"Pokot militia raided several villages in Marakwet East, but were repulsed by the police.",0,1618560961,KEN
359,4741932,404,KEN5994,5994,14-Apr-17,2017,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet West,Kapsowar,Elegeyo-Marakwet,0.99,35.55,2,Kenya Standard,National,"Pokot militia raided several villages in Marakwet East, but were repulsed by the police.",0,1618560961,KEN
360,5273666,404,KEN5995,5995,14-Apr-17,2017,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Laikipia,Laikipia North,Sosian,Olmaiso,0.4597,36.5785,1,Star (Kenya),National,"There were intense firefights between Pokot militias and government forces near Olmaiso, in Laikipia.",0,1618560961,KEN
361,5273664,404,KEN5992,5992,13-Apr-17,2017,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Laikipia,Laikipia West,Ol-moran,Ol Ari Nyiro,0.5699,36.3982,1,Star (Kenya),National,"Pokot raiders attacked Matweku police post in Ol Ari Nyiro Nature Conservancy, killing a police officer and abducting two others on 13/04/2017. Later the captured policemen were found dead at Kamwenje in Baringo. It is believed that the policemen were killed by Pokots.",3,1618560960,KEN
362,5273665,404,KEN5993,5993,13-Apr-17,2017,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Laikipia,Laikipia North,Sosian,Olmaiso,0.4597,36.5785,1,Star (Kenya),National,"A police officer and a civilian died in a firefight between Pokot militias and government forces near Olmaiso, in Laikipia, on 13/04/2017.",2,1618560960,KEN
363,6256576,404,KEN5377,5377,11-Apr-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Pokot Ethnic Militia (Kenya),,4,14,Eastern Africa,Kenya,Baringo,Tiaty,Tirioko,Tiati,1.2972,35.9336,1,Capital FM,National,"At least seven Pokot were killed by police during a security operation in Tiaty, Baringo County. The gunmen were allegedly planning a livestock raid.",7,1572403705,KEN
364,4743809,404,KEN5372,5372,7-Apr-17,2017,1,Battles,Armed clash,Unidentified Communal Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,West Pokot,Pokot North,Kasei,Kasei,1.9667,35.2,2,Daily Nation (Kenya),National,"4 people are killed by herders in Nakwomuru village in central Pokot county. Police reservists engage with the raiders, killing three of them",3,1618560908,KEN
365,4744807,404,KEN5367,5367,4-Apr-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Pokot Ethnic Militia (Kenya),,4,14,Eastern Africa,Kenya,Laikipia,Laikipia North,Segera,Ol Moran,0.4599,36.7556,1,Daily Nation (Kenya),National,Pokot gunmen open fire at Ol Moran livestock market in bid to steal cattle. There are no references to injuries. But the police engage the gunmen in a battle later. No deaths reported,0,1618560907,KEN
367,5273663,404,KEN5990,5990,29-Mar-17,2017,1,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Baringo,Marigat,Mukutani,Mukutan,0.6335,36.257,2,Daily Nation (Kenya),National,Mukutan Lodge was attacked by herders seeking pasture. They exchanged gunfire with the security forces and burned down the lodge.,0,1618560960,KEN
369,4749044,404,KEN5347,5347,19-Mar-17,2017,1,Battles,Armed clash,Turkana Ethnic Militia (Kenya),,4,Samburu Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Samburu,Samburu North,El Barta,Baragoi,1.7833,36.7833,1,Daily Nation (Kenya),National,Three are killed in a clash between Turkana and Samburu militias. The clash was sparked by revenge for cattle theft.,3,1618560905,KEN
370,5273239,404,KEN5345,5345,19-Mar-17,2017,1,Battles,Armed clash,Borana Ethnic Militia (Kenya),,4,Samburu Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Isiolo,Merti,Chari,Kom,1.0833,38.0333,1,AFP,International,"At least 10 people have been killed in Kom, Isiolo County between Borana and Samburu militias. The clash was spurred over drought.",10,1618560905,KEN
371,5273240,404,KEN5346,5346,19-Mar-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),Tugen-Ilchamus Ethnic Group (Kenya),1,Pokot Ethnic Militia (Kenya),,4,14,Eastern Africa,Kenya,Baringo,Marigat,Mukutani,Mukutan,0.6335,36.257,1,AFP,International,"On 19/03 in Mukutani, four police officers were wounded when suspected Pokot herdsmen fired on their vehicle as they escorted members of the Ilchamus community to safety.",0,1618560905,KEN
372,4750119,404,KEN5982,5982,15-Mar-17,2017,2,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Garissa,Hulugho,Hulugho,Kolbio,-1.1536,41.2032,1,Kenya Standard,National,The KDF engaged Al Shabaab fighters at Kolbio.,0,1618560959,KEN
373,4750120,404,KEN5983,5983,15-Mar-17,2017,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-),ICRC: International Committee of the Red Cross and Red Crescent,1,14,Eastern Africa,Kenya,Baringo,Marigat,Mukutani,Mukutan,0.6335,36.257,1,Kenya Standard,National,Pokot fighters attacked a Red Cross convoy that was evacuating children injured in the attack on Mukutani the previous evening. 4 police officers were injured.,0,1618560960,KEN
374,4750475,404,KEN5338,5338,14-Mar-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Tugen-Ilchamus Ethnic Militia (Kenya),,4,14,Eastern Africa,Kenya,Baringo,Marigat,Mukutani,Mukutan,0.6335,36.257,1,Daily Nation (Kenya),National,"In a continuance of ethnic violence, two Pokot woman are killed by suspected Tugen-Ilchamus raiders, after an attack on a police vehicle. It is not clear if the Pokot women were affiliated with the police, or if the police were simply caught in crossfire. In retaliation, Pokot militias soon after attacked Mukutan market, killing five women and four children and looting shops and homes. Other were reported injured.",0,1618560904,KEN
375,5273233,404,KEN5335,5335,13-Mar-17,2017,1,Battles,Armed clash,Tugen-Ilchamus Ethnic Militia (Kenya),,4,Pokot Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Baringo,Marigat,Mukutani,Mukutan,0.6335,36.257,2,AFP,International,"Two are dead in a clash between Tugen-Ilchamus and Pokot group after the former attempted a raid to steal cattle in Baringo County. The clash lead to further ethnic violence in the following days. Exact location in Baringo was not reported by the source, though it stands to reason the violence occurred in Mukutani ward, as subsequent attacks occurred in Mukutan.",2,1618560904,KEN
376,4751278,404,KEN5333,5333,11-Mar-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Auliyan Ethnic Militia (Kenya),,4,14,Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,2,Daily Nation (Kenya),National,"Auliyan militia attacked Duse centre in Isiolo County in a retaliatory attack following their expulsion for the area by government forces weeks prior. Five killed, six injured. Two of the attackers were shot and killed by police.",2,1618560903,KEN
377,6310059,404,KEN5329,5329,8-Mar-17,2017,1,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,1,Somali Memo,Regional,"Al-Shabaab fighters have attacked a Kenyan military convoy at Lamu. Al Shabaab claimed killing four. Kenya acknowledged the attack, but said only one was killed.",1,1618560903,KEN
378,6315808,404,KEN5322,5322,4-Mar-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Pokot Ethnic Militia (Kenya),Samburu Ethnic Militia (Kenya),4,14,Eastern Africa,Kenya,Laikipia,Laikipia North,Sosian,Aiyam,0.3667,36.55,2,Xinhua,International,"On 04/03, a police helicopter was shot at by Pokot or Samburu raidersas security officers carried out aerial surveillance.",0,1618560902,KEN
379,5273230,404,KEN5319,5319,1-Mar-17,2017,3,Battles,Armed clash,Tugen-Ilchamus Ethnic Militia (Kenya),,4,Pokot Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Baringo,Marigat,Mukutani,Mukutan,0.6335,36.257,2,Star (Kenya),National,"Eight are dead in clashes between Tugen-Ilchamus and Pokot clans during the weeks of 26/02-12/03, exact dates, location and other details not known. Accounting for the activity between the clans in the present week, the fatality total stands at 21.",8,1618560902,KEN
380,6315668,404,KEN5314,5314,26-Feb-17,2017,1,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Kwale,Matuga,Tsimba Golini,Kwale,-4.1738,39.4521,1,Xinhua,International,Security forces kill a suspected al Shabaab member in Kwale and recover weapons.,1,1572403787,KEN
381,4755758,404,KEN5311,5311,24-Feb-17,2017,1,Battles,Armed clash,Unidentified Communal Militia (Kenya),,4,Unidentified Communal Militia (Kenya),,4,44,Eastern Africa,Kenya,Machakos,Athi River,Kinanie,Athi River Township,-1.4333,37.0333,1,Daily Nation (Kenya),National,"Three are killed in clashes over land in the Athi River area. Following, police made 92 arrests.",3,1618560901,KEN
382,4757815,404,KEN5303,5303,17-Feb-17,2017,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Marakwet Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Turkana,Turkana Central,Kerio Delta,Kerio,2.9833,36.1167,2,Daily Nation (Kenya),National,A fight between a Pokot and Marakwet near Kerio River led to the death of one.,1,1552577107,KEN
383,4759418,404,KEN5299,5299,11-Feb-17,2017,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Unidentified Communal Militia (Kenya),,4,14,Eastern Africa,Kenya,Makueni,Kilome,Kasikeu,Mangala,-1.9167,37.3333,1,Daily Nation (Kenya),National,A police officer was hacked to death at Mangala in Makueni County by a group of sand harvesters over the right to land.,1,1552577109,KEN
384,7687866,404,KEN5298,5298,11-Feb-17,2017,1,Battles,Armed clash,Kipsigi Ethnic Militia (Kenya),,4,Maasai Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Narok,Transmara East,Ololmasani,Pimbinyiet,-0.9543,35.0452,1,Daily Nation (Kenya),National,"At least 12 houses were torched in Pimbinyiet, Trans Mara West after clashes between two communities lasted over two days.",0,1618560900,KEN
385,7687872,404,KEN5297,5297,10-Feb-17,2017,1,Battles,Armed clash,Kipsigi Ethnic Militia (Kenya),,4,Maasai Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Narok,Transmara East,Ololmasani,Pimbinyiet,-0.9543,35.0452,1,Daily Nation (Kenya),National,"At least 12 houses were torched in Pimbinyiet, Trans Mara West after clashes between two communities lasted over two days.",0,1618560900,KEN
