OBJECTID,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
359,9106128,404,KEN7994,7994,03 January 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Isiolo,Isiolo,Ngare Mara,Ngeramara,0.5965,37.623,2,TUKO,National,"On 3 January 2022, residents attempted to lynch a man accused of stabbing to death a woman over a suspected land dispute near Ngeramara (Isiolo, Isiolo County). The police arrived and dispersed the mob before taking him to hospital in critical condition. [size=no report]",0,1650311550,KEN
365,8706271,404,KEN7986,7986,30 December 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,West Pokot,Pokot North,Alale,Alale,2.3333,35.0176,2,NTV (Kenya),New media,"On 30 December 2021, local residents staged a peaceful protest, near Alale (Pokot North, West Pokot County), accusing their area chief of grabbing some 500 acres of land and evacuating them from their homes. [size=no report]",0,1641863887,KEN
366,8705585,404,KEN7984,7984,29 December 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kiambu,Githunguri,Ngewa,Gakoe,-1.0833,36.8167,2,Citizen (Kenya),National,"On 29 December 2021, residents cornered and beat a suspected perpetrator of sexual violence near Gakoe (Githunguri, Kiambu County). This was after the victim wrestled her way out as she cried for help. Police forces arrived and rescued him. [size=no report]",0,1641863885,KEN
371,9470367,404,KEN8167,8167,27 December 2021,2021,2,Riots,Violent demonstration,Rioters (Kenya),Labour Group (Kenya),5,,,0,50,Eastern Africa,Kenya,Nyamira,Nyamira,Bogichora,Nyamira,-0.5666,34.9167,1,Kenya Standard,National,"Around 27 December 2021 (as reported), about 15 employees of the county government of Nyamira staged a violent demonstration, by allegedly urinating at the county office entrance, in Nyamira town (Nyamira, Nyamira county) and vandalizing the door to the devolved unit's human resource director's office, demanding his removal. [size=about 15]",0,1663032950,KEN
372,8705667,404,KEN7982,7982,26 December 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kirinyaga,Kirinyaga Central,Kerugoya,Kerugoya,-0.4989,37.2803,2,Daily Nation (Kenya),National,"On 26 December 2021, residents lynched a man near Kerugoya town (Kirinyaga Central, Kiriyaga County). It is alleged that the victim was part of an unidentified gang that have been stealing cows and goats in the area, before selling them to unscrupulous butchers outside the region. [size=no report]",1,1641863885,KEN
373,8706627,404,KEN7979,7979,25 December 2021,2021,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Uasin Gishu,Soy,Kapkures,Lamaiywet,0.8343,35.156,2,Star (Kenya),National,"On 25 December 2021, several people protested against the Kenya Defence Force (KDF) attempts to demarcate a disputed parcel of land, near Lamaiywet (Soy, Usian Ngishu). The Kenya Police used tear gas to disperse the crowd. [size=several]",0,1641863888,KEN
379,8706630,404,KEN7975,7975,22 December 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Labour Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,1,Star (Kenya),National,"On 22 December 2021, about 350 Isiolo county government casual workers engaged in peaceful demonstrations in Isiolo (Isiolo, Isiolo County). The workers denounced the county government over nonpayment of their dues for the past one year. [size=about 350]",0,1641863888,KEN
381,9106013,404,KEN7974,7974,20 December 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Taxi Drivers (Kenya),6,,,0,60,Eastern Africa,Kenya,Makueni,Makueni,Wote,Wote,-1.7808,37.6288,1,KTN News (Kenya),National,"On 20 December 2021, local residents, including boda boda drivers, demonstrated over unpaid Ksh.2 million promised by DP Ruto in Wote town (Makueni). [size=no report]",0,1650311549,KEN
384,8705977,404,KEN7972,7972,18 December 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Women (Kenya),7,57,Eastern Africa,Kenya,Kakamega,Likuyani,Likuyani,Likuyani,0.7101,35.1118,1,Kenya Broadcasting Corporation,National,"On 18 December 2021, a group killed a woman in Likuyani ( Likuyani, Kakamega County). It is alleged that the woman had killed her 4-year-old daughter, before dumping her body in a nearby bush. [size=no report]",1,1641863886,KEN
386,8793922,404,KEN8050,8050,17 December 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kisii,South Mugirango,Bogetenga,Nyamarambe,-0.7939,34.6424,2,Star (Kenya),National,"On 17 December 2021, a suspected vigilante group lynched a 16-year-old minor in Iringa area, near Nyamarambe (South Mugirango, Kisii county), over claims of dating an eighth-grade pupil. The victim succumbed to the injuries several days later while undergoing treatment. [size=no report]",1,1643045661,KEN
387,8793923,404,KEN8051,8051,17 December 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Taxi Drivers (Kenya),6,,,0,60,Eastern Africa,Kenya,Kisii,South Mugirango,Bogetenga,Nyamarambe,-0.7939,34.6424,2,Star (Kenya),National,"On 17 December 2021, boda boda taxi riders staged a peaceful demonstration along the busy Kamagambo-Nyamarambe road, near Nyamarambe (South Mugirango, Kisii county), following the lynching of a 16-year-old minor, over claims of dating an eighth-grade pupil. [size=no report]",0,1643045661,KEN
392,9105699,404,KEN8049,8049,15 December 2021,2021,3,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Uasin Gishu,Kesses,Tarakwa,Chagaiya,0.0438,35.4398,1,NTV (Kenya); Twitter,New media,"Around 15 December 2021 (month of), a group of people attacked a family in Chagaiya village (Kesses, Uasin Gishu county), burning down their house and other property. The motive of the attack remains unknown. [size=no report]",0,1650311548,KEN
397,8706689,404,KEN7960,7960,12 December 2021,2021,1,Riots,Mob violence,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kisumu,Muhoroni,Muhoroni Koru,Muhoroni,-0.15,35.2,1,The Star,International,"On 12 December 2021, a mob set alight three vehicles when police raided shops in Nyakungru market in Muhoroni (Muhoroni, Kisumu County) during a raid against counterfeit cigarettes. Police fired to disperse the group. One person was killed, and four others injured. [size=no report]",1,1641863888,KEN
398,8863085,404,KEN8222,8222,12 December 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,,,0,50,Eastern Africa,Kenya,Tharaka-Nithi,Chuka,Magumoni,Ikuu,-0.3684,37.6411,1,Daily Nation (Kenya),National,"On 12 December 2021, students of Ikuu Boys Secondary School engaged in a violent demonstration, by chasing away teachers and guards before setting ablaze four dormitories at the institution in Ikuu (Chuka, Tharaka-Nithi), decrying harassment from the prefects. [size=no report]",0,1646090678,KEN
400,9106119,404,KEN7961,7961,12 December 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Homa Bay,Ndhiwa,Kanyamwa Kologi,Nyawita,-0.6833,34.4167,2,The Star (Kenya),National,"On 12 December 2021, local residents staged a peaceful demonstration near Nyawita settlement (Ndhiwa, Homa Bay). The residents demonstrated against the increased cases of cow killing in the area. [size=no report]",0,1650311550,KEN
404,9106010,404,KEN7957,7957,11 December 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Catholic Christian Group (Kenya); Women (Kenya),6,,,0,60,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet East,Endo,Endo,1.2667,35.6167,1,Kenyan Television NTV,National,"On 11 December 2021, a group of women belonging to the Catholic church staged a peaceful protest in Endo (Endo, Marakwet East, Elgeyo Marakwet County), demanding peace following continued attacks from 'bandits'. [size=no report]",0,1650311549,KEN
405,8863081,404,KEN8223,8223,08 December 2021,2021,2,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,,,0,50,Eastern Africa,Kenya,Homa Bay,Ndhiwa,Kanyamwa Kosewe,Ndhiwa,-0.7333,34.3667,2,Daily Nation (Kenya),National,"Around 8 December 2021 (week of), form 4 students at Ototo Secondary School staged a demonstration by stepping out of the classroom, refusing to sit for exams and causing damage (of unknown nature) at the institution near Ndhiwa town (Ndhiwa, Homa Bay county). The school was later closed indefinitely. [size=no report]",0,1646090678,KEN
409,9469682,404,KEN8154,8154,06 December 2021,2021,1,Riots,Mob violence,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Kisii,Kitutu Chache North,Marani,Marani,-0.5812,34.8003,2,Daily Nation (Kenya),National,"Property destruction: On 6 December 2021, a group burned down a house belonging to an elderly woman killed a month ago, accused of witchcraft, in Mbanda village near Marani town (Kitutu Chache North, Kisii). It is unclear whether this was an act of vigilante justice. [size=no report]",0,1663032948,KEN
410,8687424,404,KEN7932,7932,05 December 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Homa Bay,Ndhiwa,Kanyamwa Kosewe,Ndhiwa,-0.7333,34.3667,1,Star (Kenya),National,"On 5 December 2021, students from Obera boys secondary school protested after the death of their peer who was hit by a ball while they were playing football in the school in Ndhiwa town (Ndhiwa, Homa Bay). [size=no report]",0,1639431633,KEN
412,9470369,404,KEN8168,8168,04 December 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,,,0,50,Eastern Africa,Kenya,Siaya,Ugunja,Ugunja,Ugenya,0.1809,34.2958,1,Kenya Standard,National,"On 4 December 2021, over 1000 students of Rangala boys high school staged a violent demonstration by breaking windows, destroying CCTV cameras and setting alight points in the school in Ugenya (Ugunja, Siaya county), as they demanded to go home for December holidays. The school was closed indefinitely. [size=over 1000]",0,1663032950,KEN
414,8674088,404,KEN7927,7927,30 November 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kilifi,Magarini,Magarini,Magarini,-3.0333,40.0666,1,Star (Kenya),National,"On 30 November 2021, more than 2,000 senior citizens, some with severe disabilities, protested against the delay in the Inua Jamii registration at the Magarini cultural center in Magarini town (Magarini, Kilifi). [size=more than 2000]",0,1638831649,KEN
416,8673764,404,KEN7925,7925,28 November 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),,5,Civilians (Kenya),UDA: United Democratic Alliance,7,57,Eastern Africa,Kenya,Kirinyaga,Kirinyaga East,Baragwi,Kianyaga,-0.4927,37.3564,1,Daily Nation (Kenya),National,"On 28 November 2021, youths demonstrated against the Kirinyaga governor (UDA party) addressing the crowd during the Deputy President's rallies in Kianyaga town (Kirinyaga East, Kirinyaga). They accused the governor of poor leadership. Demonstrators confronted the supporters and snatched campaign jackets from them and burnt them. [size=no report]",0,1638831648,KEN
417,8893280,404,KEN8239,8239,28 November 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Trans Nzoia,Cherangany,Cherangany,Cherangani,0.9833,35.2167,2,Kenya Standard,National,"On 28 November 2021, local residents attacked two men in Kibomet estate near Cherangani (Cherangany, Trans Nzoia county), accused of planning to steal a cow from one of the homesteads. One man was lynched to death while the other managed to escape during the incident. [size=no report]",1,1646691988,KEN
426,8653967,404,KEN7914,7914,17 November 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Munyo Yaya Ethnic Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Tana River,Bura,Madogo,Madogo,-0.4711,39.5952,1,The Star (Kenya),National,"On 17 November 2021, members from Munyo Yaya community protested at the Madogo trading center in Modogo town (Bura, Tana River), demanding recognition as a Kenyan ethnic group in order for them to get government jobs with ease. [size=no report]",0,1637615530,KEN
427,8663569,404,KEN7917,7917,17 November 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Migori,Uriri,South Kanyamkago,Uriri,-0.9689,34.5083,1,Star (Kenya),National,"On 17 November 2021, local residents protested against the rising insecurity in Migori county, demanding from the government to increase police patrols in Uriri town (Uriri, Migori) after two security guards were killed and a woman abducted. [size=no report]",0,1638225129,KEN
428,8653968,404,KEN7913,7913,16 November 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,1,The Star (Kenya),National,"On 16 November 2021, local residents marched to the county commissioner's office in Lamu town (Lamu West, Lamu) over rising machete attacks in the town. This is after a man was killed by a gang. [size=no report]",0,1637615530,KEN
432,8893283,404,KEN8248,8248,12 November 2021,2021,2,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kakamega,Lurambi,Sheywe,Lurambi,0.3,34.7667,2,Kenya Standard,National,"Around 12 November 2021 (as reported), members of the public lynched a man in Shibule village, Lurambi constituency (Lurambi, Kakamega county), after he was allegedly caught with a stolen cow. [size=no report]",1,1646691988,KEN
434,8644068,404,KEN7910,7910,10 November 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Daily Nation (Kenya); Kenya Standard,National,"On 10 November 2021, local residents burnt and killed two people who were accused of stealing phones along the Geoffrey Kamau Avenue in Nakuru town (Nakuru North, Nakuru). [size=no report]",2,1637008333,KEN
438,8893291,404,KEN8241,8241,09 November 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Embu,Runyenjes,Kyeni North,Kathageri,-0.3905,37.5956,2,Kenya Standard,National,"On 9 November 2021, members of the public attempted to lynch a man in a 70-year-old man in Thau village, near Kathageri (Runyenjes, Embu county), for allegedly stabbing and killing his 46-year-old wife, following a domestic dispute. The suspect was recued by the police. [size=no report]",0,1646691988,KEN
440,8644677,404,KEN7906,7906,06 November 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kiambu,Githunguri,Githiga,Githiga,-1.0774,36.6852,1,Star (Kenya),National,"On 6 November 2021, local residents protested in Githiga town (Githunguri, Kiambu) against police brutality after the death of a man inside Githiga police station cells. The man was arrested for his involvement in a traffic accident while driving his motorbike. The police said the man committed suicide. [size=no report]",0,1637008335,KEN
441,8644678,404,KEN7905,7905,05 November 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),Taxi Drivers (Kenya),5,,,0,50,Eastern Africa,Kenya,Kiambu,Lari,Lari,Lari,-1.0167,36.6333,1,Star (Kenya),National,"On 5 November 2021, local residents, led by boda boda operators, barricaded roads with bonfires in Lari town (Lari, Kiambu) demonstrating against speeding vehicles in town after a Mau Mau road firm driver killed a young boy in a hit and run. [size=no report]",0,1637008335,KEN
444,8893376,404,KEN8282,8282,04 November 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Taxi Drivers (Kenya); Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Machakos,Athi River,Syokimau-Mulolongo,Mlolongo,-1.3964,36.9403,1,Star (Kenya),National,"On 4 November 2021, a mob including boda boda taxi operators, beat up two men before burning their bodies beyond recognition in Mlolongo (Athi-River, Machakos county), for allegedly attempting to steal a motorcycle. [size=no report]",2,1646691988,KEN
446,8628955,404,KEN7896,7896,03 November 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Teachers (Kenya),6,,,0,60,Eastern Africa,Kenya,Turkana,Turkana Central,Lodwar Township,Lodwar,3.1191,35.5973,1,Star (Kenya),National,"On 3 November 2021, teachers from St Kevin's secondary school protested against the denial of housing allowances for two years in Lodwar town (Turkana Central, Turkana). The teachers claimed members within the commission were denying them the right to access housing allowances. [size=no report]",0,1636405423,KEN
447,8628956,404,KEN7898,7898,02 November 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Fishermen (Kenya),6,,,0,60,Eastern Africa,Kenya,Lamu,Lamu East,Faza,Faza,-2.0507,41.1005,1,Star (Kenya),National,"On 2 November 2021, hundreds of fishermen demonstrated at beaches in Faza island [coded to Faza, Lamu East, Lamu] against arrests and harassment by the coast guards over the use of illegal nets in Basuba. They demanded from the government to amend the law forbidding the usage of the nets. [size=hundreds]",0,1636405423,KEN
449,9470368,404,KEN8159,8159,31 October 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya); Women (Kenya),5,,,0,50,Eastern Africa,Kenya,Vihiga,Sabatia,Lyaduywa,Sabatia,0.1,34.75,2,Kenya Standard,National,"On 31 October 2021, over 2000 students from Keveye girls high school went on rampage, allegedly over insecurity and corporal punishment in the school, near Sabatia (Sabatia, Vihiga county). The students converged at the school pitch, before starting to throw stones, shuttering windows and CCTV cameras as they attempted to break the school's main gate. No further information. [size=over 2000]",0,1663032950,KEN
450,8644310,404,KEN7900,7900,29 October 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),,5,Civilians (Kenya),Government of Kenya (2013-),7,57,Eastern Africa,Kenya,Homa Bay,Ndhiwa,Kanyamwa Kosewe,Ndhiwa,-0.7333,34.3667,1,Daily Nation (Kenya),National,"On 29 October 2021, local youth demonstrated and pelted stones at the convoy of the Suba South member of parliament who was attending a funds drive at Wayara Mixed Secondary School in Ndhiwa town (Ndhiwa, Homa Bay), demanding that the member of parliament leave, this is after he declared intent to vy for the Homa Bay gubernatorial seat. Two vehicles were damaged. [size=no report]",0,1637008334,KEN
453,8893289,404,KEN8242,8242,28 October 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Teachers (Kenya),7,57,Eastern Africa,Kenya,Kericho,Ainamoi,Kapkugerwet,Kipkelion,-0.3666,35.2833,1,Kenya Standard,National,"On 28 October 2021, members of the public attempted to lynch a 25-year-old man in Kipkelion (Ainamoi, Kericho county), for allegedly defiling a 17-year-old form four student. The suspect was recued by the police. [size=no report]",0,1646691988,KEN
455,8850594,404,KEN8184,8184,27 October 2021,2021,2,Protests,Peaceful protest,Protesters (Kenya),Farmers (Kenya),6,,,0,60,Eastern Africa,Kenya,Embu,Mbeere South,Makima,Mwea,-0.75,37.4833,1,Kenya Standard,National,"Around 27 October 2021 (as reported), a section of rice farmers from Mwea (Mbeere South, Embu County), stormed the Mwea Rice Mill multi-purpose offices to protest over unpaid dues. No further information. [size=no report]",0,1645475952,KEN
458,8612189,404,KEN7890,7890,25 October 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Farmers (Kenya),7,57,Eastern Africa,Kenya,Homa Bay,Karachuonyo,Wang'chieng,Wang'chieng,-0.3718,34.7414,1,Kenya Standard,National,"On 25 October 2021, local residents lynched a farm manager, accusing him of encroaching on other people's land in the Konyunyo area in Wang'chieng town (Kasipul, Homa Bay). [size=no report]",1,1635798955,KEN
459,8628958,404,KEN7903,7903,25 October 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Labour Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Laikipia,Laikipia East,Thingithu,Nanyuki,0.0167,37.0667,1,Star (Kenya),National,"On 25 October 2021, commercial sex workers protested against the murder of one of their colleagues in 2012 allegedly by one or two British soldiers in Nanyuki town (Laikipia East, Laikipia). Both Kenya and UK are working on the investigation of the killing. [size=no report]",0,1636405423,KEN
460,8893282,404,KEN8251,8251,24 October 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,,,0,50,Eastern Africa,Kenya,Nyeri,Mathira East,Karatina Town,Karatina,-0.4817,37.1251,2,Kenya Standard,National,"On 24 October 2021, a section of Kirimara high school rioted by cutting off the power supply and destroying window panes of 3 dormitories and classrooms at the institution, near Karatina (Mathira East, Nyeri county), allegedly for being denied a chance to watch a premier league match between Manchester United and Liverpool. [size=no report]",0,1646691988,KEN
461,8612372,404,KEN7889,7889,23 October 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Mijikenda Ethnic Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Kwale,Matuga,Tiwi,Tiwi,-4.2543,39.587,1,Star (Kenya),National,"On 23 October 2021, local residents from Kaya of Mijikenda communities demonstrated against the grabbing of forest lands belonging to Kaya shrines in Tiwi town (Matuga, Kwale). Elders demanded from the government to protect the forests for future generations. [size=no report]",0,1635798956,KEN
463,8612094,404,KEN7888,7888,22 October 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya); Women (Kenya),6,,,0,60,Eastern Africa,Kenya,Kwale,Matuga,Tsimba Golini,Kwale,-4.1738,39.4521,1,Daily Nation (Kenya),National,"On 22 October 2021, more than 200 students from the Mwamgunga Girls Secondary School protested along the Kombani-Kwale road in Kwale town (Matuga, Kwale) over school mismanagement. The students complained about poor services, including low quality food and unreliable water supply. [size=more than 200]",0,1635798955,KEN
464,9106008,404,KEN8188,8188,22 October 2021,2021,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Bomet,Bomet East,Merigi,Bomet,-0.7833,35.35,1,Kenya Standard,National,"On 22 October 2021, several demonstrators pelted stones at a vehicle carrying a nominated member of parliament and Bomet senatorial aspirant on a United Democratic Alliance (UDA) ticket, Wilson Sossion, in Bomet town (Bomet East, Bomet county). He managed to flee the scene unhurt, but vehicles windows were shattered. [size=several]",0,1650311549,KEN
467,8893288,404,KEN8238,8238,20 October 2021,2021,2,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kericho,Ainamoi,Kipchebor,Kericho,-0.3677,35.2831,2,Kenya Standard,National,"Around 20 October 2021 (as reported), local residents lynched a 28-year-old man in Chepkoyo village, near Kericho town (Ainamoi, Kericho county), for allegedly killing his father and burying the body in a shallow grave. [size=no report]",1,1646691988,KEN
468,9379439,404,KEN7885,7885,20 October 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Students (Kenya),7,57,Eastern Africa,Kenya,Nyeri,Kieni West,Gatarakwa,Aberdare Forest,-0.3666,36.8333,1,Daily Nation (Kenya),National,"On 20 October 2021, a mob attacked five students who snuck into a dormitory of Komothai Girls' High School from Gathiruini Boys' High School, in Githunguri town (Kieni West, Nyeri). One student died from physical injuries. [size=no report]",1,1656373664,KEN
469,9403164,404,KEN7886,7886,20 October 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kitui,Mwingi Central Sub- County,Kivou,Mwingi,-0.9333,38.0667,1,Star (Kenya),National,"On 20 October 2021, local residents beat and burnt a man for allegedly attacking, killing and stealing from a neighbor in Kavuvwani area in Mwingi town (Mwingi Central Sub- County, Kitui). The residents called upon security officials to address the rise of insecurity in the area. [size=no report]",1,1657574725,KEN
471,8605981,404,KEN7882,7882,19 October 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Farmers (Kenya),6,,,0,60,Eastern Africa,Kenya,Busia,Teso South,Amukura East,Amukura,0.5684,34.2737,1,Star (Kenya),National,"On 19 October 2021, over five hundred local residents, mostly farmers, demonstrated against the poor state of roads in Amukura town (Teso South, Busia). The group demanded from the ward administration to fix the roads. [size=over 500]",0,1635193321,KEN
472,8605984,404,KEN7883,7883,19 October 2021,2021,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Tharaka-Nithi,Chuka,Karingani,Chuka,-0.3333,37.65,1,Star (Kenya),National,"On 19 October 2021, local residents demonstrated in Meru-Embu highway at Muchoni junction in Chuka town (Chuka, Tharaka-Nithi) after the body of a Form 1 student who drowned in the River Ruguti was not removed and blamed the country government of not fulfilling their roles and responsibilities. The group blocked (through unspecified means) the highway. Police fired tear gas to disperse the group. [size=no report]",0,1635193321,KEN
475,8682090,404,KEN7879,7879,17 October 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Women (Kenya),7,57,Eastern Africa,Kenya,Kisii,Kitutu Chache North,Marani,Marani,-0.5812,34.8003,2,Daily Nation (Kenya),National,"On 17 October 2021, several local residents in Mbanda village near Marani town (Kitutu Chache North, Kisii) lynched and killed three elderly women and a man before burning their bodies. The four elderly people were suspected of bewitching a Form Four candidate. [size=several] [women targeted: accused of witchcraft/sorcery]",4,1638981219,KEN
476,8605980,404,KEN7878,7878,16 October 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Marakwet Ethnic Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet East,Endo,Kaben,1.2899,35.6266,1,Star (Kenya),National,"On 16 October 2021, local people, including professionals from the Marakwet community and women, demonstrated in Kaben village (Marakwet East, Elgeyo Marakwet). The group accused the Interior ministry of failing to address insecurity in the region. [size=no report]",0,1635193321,KEN
485,8793766,404,KEN8048,8048,07 October 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kirinyaga,Kirinyaga South,Nyangati,Kimbimbi,-0.6166,37.3666,2,Daily Nation (Kenya),National,"On 7 October 2021, local residents attempted to lynch a driver in Kangu village near Kimbimbi (Kirinyaga South, Kirinyaga county) for allegedly running over an 80-year-old woman. The suspect was rescued by the police and taken into custody. [size=no report]",0,1643045661,KEN
486,8893286,404,KEN8236,8236,07 October 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Muranga,Muranga South,Kimorori,Kenol,-0.9392,37.1246,2,Kenya Standard,National,"On 7 October 2021, local residents staged a protest at Gikonou, near Kenol (Muranga South, Muranga county), accusing the hoteliers and healthcare providers for turning a public cemetery into a dumping site. [size=no report]",0,1646691988,KEN
489,9410909,404,KEN8245,8245,02 October 2021,2021,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Bomet,Bomet East,Kipreres,Cheboror,-0.9093,35.3699,1,Kenya Standard,National,"On 2 October 2021, local residents stormed the home of a 32 year old man and beat him up, leaving him dead, in Cheboror Village, near Mulot (Bomet East, Bomet county), for allegedly stabbing and dumping the body of his 25 year old wife, following a domestic dispute. [size=no report]",1,1658182214,KEN
494,9105997,404,KEN8243,8243,29 September 2021,2021,2,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Government of Kenya (2013-),7,57,Eastern Africa,Kenya,Kericho,Kipkelion East,Kedowa,Londiani,-0.1667,35.6,1,Kenya Standard,National,"Around 29 September 2021 (week of), local residents attempted to lynch a chief (government representative) in Londiani (Kipkelion East, Kericho county), after he was allegedly caught in the act with a married woman. The Chief was rescued by the police. [size=no report]",0,1650311549,KEN
497,8575214,404,KEN7863,7863,27 September 2021,2021,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Bungoma,Mt Elgon,Elgon,Kapsokwony,0.8522,34.7019,1,Star (Kenya),National,"On 27 September 2021, students from Kaptama Boys High School held a demonstration march from the school to the deputy county commissioner and education offices in Kapsokwony town (Mt Elgon, Bungoma), against the deputy principal whom they claim does not listen to them. The school was closed for more consultative meetings. [size=no report]",0,1633377347,KEN
